index,Country,Subject,Gender,Year,Value
1253,FIN,READ,BOY & GIRL,2018,520.0
1254,FRA,READ,BOY & GIRL,2000,505.0
1255,FRA,READ,BOY & GIRL,2003,496.0
1256,FRA,READ,BOY & GIRL,2006,488.0
1257,FRA,READ,BOY & GIRL,2009,496.0
1258,FRA,READ,BOY & GIRL,2012,505.0
1259,FRA,READ,BOY & GIRL,2015,499.0
1260,FRA,READ,BOY & GIRL,2018,493.0
1261,DEU,READ,BOY & GIRL,2000,484.0
1262,DEU,READ,BOY & GIRL,2003,491.0
1263,DEU,READ,BOY & GIRL,2006,495.0
1264,DEU,READ,BOY & GIRL,2009,497.0
1265,DEU,READ,BOY & GIRL,2012,508.0
1266,DEU,READ,BOY & GIRL,2015,509.0
1267,DEU,READ,BOY & GIRL,2018,498.0
1268,GRC,READ,BOY & GIRL,2000,474.0
1269,GRC,READ,BOY & GIRL,2003,472.0
1270,GRC,READ,BOY & GIRL,2006,460.0
1271,GRC,READ,BOY & GIRL,2009,483.0
1272,GRC,READ,BOY & GIRL,2012,477.0
1273,GRC,READ,BOY & GIRL,2015,467.0
1274,GRC,READ,BOY & GIRL,2018,457.0
1275,HUN,READ,BOY & GIRL,2000,480.0
1276,HUN,READ,BOY & GIRL,2003,482.0
1277,HUN,READ,BOY & GIRL,2006,482.0
1278,HUN,READ,BOY & GIRL,2009,494.0
1279,HUN,READ,BOY & GIRL,2012,488.0
1280,HUN,READ,BOY & GIRL,2015,470.0
1281,HUN,READ,BOY & GIRL,2018,476.0
1282,ISL,READ,BOY & GIRL,2000,507.0
1283,ISL,READ,BOY & GIRL,2003,492.0
1284,ISL,READ,BOY & GIRL,2006,484.0
1285,ISL,READ,BOY & GIRL,2009,500.0
1286,ISL,READ,BOY & GIRL,2012,483.0
1287,ISL,READ,BOY & GIRL,2015,482.0
1288,ISL,READ,BOY & GIRL,2018,474.0
1289,IRL,READ,BOY & GIRL,2000,527.0
1290,IRL,READ,BOY & GIRL,2003,515.0
1291,IRL,READ,BOY & GIRL,2006,517.0
1292,IRL,READ,BOY & GIRL,2009,496.0
1293,IRL,READ,BOY & GIRL,2012,523.0
1294,IRL,READ,BOY & GIRL,2015,521.0
1295,IRL,READ,BOY & GIRL,2018,518.0
1296,ITA,READ,BOY & GIRL,2000,487.0
1297,ITA,READ,BOY & GIRL,2003,476.0
1298,ITA,READ,BOY & GIRL,2006,469.0
1299,ITA,READ,BOY & GIRL,2009,486.0
1300,ITA,READ,BOY & GIRL,2012,490.0
1301,ITA,READ,BOY & GIRL,2015,485.0
1302,ITA,READ,BOY & GIRL,2018,476.0
1303,JPN,READ,BOY & GIRL,2000,522.0
1304,JPN,READ,BOY & GIRL,2003,498.0
1305,JPN,READ,BOY & GIRL,2006,498.0
1306,JPN,READ,BOY & GIRL,2009,520.0
1307,JPN,READ,BOY & GIRL,2012,538.0
1308,JPN,READ,BOY & GIRL,2015,516.0
1309,JPN,READ,BOY & GIRL,2018,504.0
1310,KOR,READ,BOY & GIRL,2000,525.0
1311,KOR,READ,BOY & GIRL,2003,534.0
1312,KOR,READ,BOY & GIRL,2006,556.0
1313,KOR,READ,BOY & GIRL,2009,539.0
1314,KOR,READ,BOY & GIRL,2012,536.0
1315,KOR,READ,BOY & GIRL,2015,517.0
1316,KOR,READ,BOY & GIRL,2018,514.0
1317,LUX,READ,BOY & GIRL,2003,479.0
1318,LUX,READ,BOY & GIRL,2006,479.0
1319,LUX,READ,BOY & GIRL,2009,472.0
1320,LUX,READ,BOY & GIRL,2012,488.0
1321,LUX,READ,BOY & GIRL,2015,481.0
1322,LUX,READ,BOY & GIRL,2018,470.0
1323,MEX,READ,BOY & GIRL,2000,422.0
1324,MEX,READ,BOY & GIRL,2003,400.0
1325,MEX,READ,BOY & GIRL,2006,410.0
1326,MEX,READ,BOY & GIRL,2009,425.0
1327,MEX,READ,BOY & GIRL,2012,424.0
1328,MEX,READ,BOY & GIRL,2015,423.0
1329,MEX,READ,BOY & GIRL,2018,420.0
1330,NLD,READ,BOY & GIRL,2003,513.0
1331,NLD,READ,BOY & GIRL,2006,507.0
1332,NLD,READ,BOY & GIRL,2009,508.0
1333,NLD,READ,BOY & GIRL,2012,511.0
1334,NLD,READ,BOY & GIRL,2015,503.0
1335,NLD,READ,BOY & GIRL,2018,485.0
1336,NZL,READ,BOY & GIRL,2000,529.0
1337,NZL,READ,BOY & GIRL,2003,522.0
1338,NZL,READ,BOY & GIRL,2006,521.0
1339,NZL,READ,BOY & GIRL,2009,521.0
1340,NZL,READ,BOY & GIRL,2012,512.0
1341,NZL,READ,BOY & GIRL,2015,509.0
1342,NZL,READ,BOY & GIRL,2018,506.0
1343,NOR,READ,BOY & GIRL,2000,505.0
1344,NOR,READ,BOY & GIRL,2003,500.0
1345,NOR,READ,BOY & GIRL,2006,484.0
1346,NOR,READ,BOY & GIRL,2009,503.0
1347,NOR,READ,BOY & GIRL,2012,504.0
1348,NOR,READ,BOY & GIRL,2015,513.0
1349,NOR,READ,BOY & GIRL,2018,499.0
1350,POL,READ,BOY & GIRL,2000,479.0
1351,POL,READ,BOY & GIRL,2003,497.0
1352,POL,READ,BOY & GIRL,2006,508.0
1353,POL,READ,BOY & GIRL,2009,500.0
1354,POL,READ,BOY & GIRL,2012,518.0
1355,POL,READ,BOY & GIRL,2015,506.0
1356,POL,READ,BOY & GIRL,2018,512.0
1357,PRT,READ,BOY & GIRL,2000,470.0
1358,PRT,READ,BOY & GIRL,2003,478.0
1359,PRT,READ,BOY & GIRL,2006,472.0
1360,PRT,READ,BOY & GIRL,2009,489.0
1361,PRT,READ,BOY & GIRL,2012,488.0
1362,PRT,READ,BOY & GIRL,2015,498.0
1363,PRT,READ,BOY & GIRL,2018,492.0
1364,SVK,READ,BOY & GIRL,2003,469.0
1365,SVK,READ,BOY & GIRL,2006,466.0
1366,SVK,READ,BOY & GIRL,2009,477.0
1367,SVK,READ,BOY & GIRL,2012,463.0
1368,SVK,READ,BOY & GIRL,2015,453.0
1369,SVK,READ,BOY & GIRL,2018,458.0
1370,ESP,READ,BOY & GIRL,2000,493.0
1371,ESP,READ,BOY & GIRL,2003,481.0
1372,ESP,READ,BOY & GIRL,2006,461.0
1373,ESP,READ,BOY & GIRL,2009,481.0
1374,ESP,READ,BOY & GIRL,2012,488.0
1375,ESP,READ,BOY & GIRL,2015,496.0
1376,SWE,READ,BOY & GIRL,2000,516.0
1377,SWE,READ,BOY & GIRL,2003,514.0
1378,SWE,READ,BOY & GIRL,2006,507.0
1379,SWE,READ,BOY & GIRL,2009,497.0
1380,SWE,READ,BOY & GIRL,2012,483.0
1381,SWE,READ,BOY & GIRL,2015,500.0
1382,SWE,READ,BOY & GIRL,2018,506.0
1383,CHE,READ,BOY & GIRL,2000,494.0
1384,CHE,READ,BOY & GIRL,2003,499.0
1385,CHE,READ,BOY & GIRL,2006,499.0
1386,CHE,READ,BOY & GIRL,2009,501.0
1387,CHE,READ,BOY & GIRL,2012,509.0
1388,CHE,READ,BOY & GIRL,2015,492.0
1389,CHE,READ,BOY & GIRL,2018,484.0
1390,TUR,READ,BOY & GIRL,2003,441.0
1391,TUR,READ,BOY & GIRL,2006,447.0
1392,TUR,READ,BOY & GIRL,2009,464.0
1393,TUR,READ,BOY & GIRL,2012,475.0
1394,TUR,READ,BOY & GIRL,2015,428.0
1395,TUR,READ,BOY & GIRL,2018,466.0
1396,GBR,READ,BOY & GIRL,2006,495.0
1397,GBR,READ,BOY & GIRL,2009,494.0
1398,GBR,READ,BOY & GIRL,2012,499.0
1399,GBR,READ,BOY & GIRL,2015,498.0
1400,GBR,READ,BOY & GIRL,2018,504.0
1401,USA,READ,BOY & GIRL,2000,504.0
1402,USA,READ,BOY & GIRL,2003,495.0
1403,USA,READ,BOY & GIRL,2009,500.0
1404,USA,READ,BOY & GIRL,2012,498.0
1405,USA,READ,BOY & GIRL,2015,497.0
1406,USA,READ,BOY & GIRL,2018,505.0
1407,BRA,READ,BOY & GIRL,2000,396.0
1408,BRA,READ,BOY & GIRL,2003,403.0
1409,BRA,READ,BOY & GIRL,2006,393.0
1410,BRA,READ,BOY & GIRL,2009,412.0
1411,BRA,READ,BOY & GIRL,2012,407.0
1412,BRA,READ,BOY & GIRL,2015,407.0
1413,BRA,READ,BOY & GIRL,2018,413.0
1414,CHL,READ,BOY & GIRL,2000,410.0
1415,CHL,READ,BOY & GIRL,2006,442.0
1416,CHL,READ,BOY & GIRL,2009,449.0
1417,CHL,READ,BOY & GIRL,2012,441.0
1418,CHL,READ,BOY & GIRL,2015,459.0
1419,CHL,READ,BOY & GIRL,2018,452.0
1420,EST,READ,BOY & GIRL,2006,501.0
1421,EST,READ,BOY & GIRL,2009,501.0
1422,EST,READ,BOY & GIRL,2012,516.0
1423,EST,READ,BOY & GIRL,2015,519.0
1424,EST,READ,BOY & GIRL,2018,523.0
1425,IDN,READ,BOY & GIRL,2000,371.0
1426,IDN,READ,BOY & GIRL,2003,382.0
1427,IDN,READ,BOY & GIRL,2006,393.0
1428,IDN,READ,BOY & GIRL,2009,402.0
1429,IDN,READ,BOY & GIRL,2012,396.0
1430,IDN,READ,BOY & GIRL,2015,397.0
1431,IDN,READ,BOY & GIRL,2018,371.0
1432,ISR,READ,BOY & GIRL,2000,452.0
1433,ISR,READ,BOY & GIRL,2006,439.0
1434,ISR,READ,BOY & GIRL,2009,474.0
1435,ISR,READ,BOY & GIRL,2012,486.0
1436,ISR,READ,BOY & GIRL,2015,479.0
1437,ISR,READ,BOY & GIRL,2018,470.0
1438,LVA,READ,BOY & GIRL,2000,458.0
1439,LVA,READ,BOY & GIRL,2003,491.0
1440,LVA,READ,BOY & GIRL,2006,479.0
1441,LVA,READ,BOY & GIRL,2009,484.0
1442,LVA,READ,BOY & GIRL,2012,489.0
1443,LVA,READ,BOY & GIRL,2015,488.0
1444,LVA,READ,BOY & GIRL,2018,479.0
1445,RUS,READ,BOY & GIRL,2000,462.0
1446,RUS,READ,BOY & GIRL,2003,442.0
1447,RUS,READ,BOY & GIRL,2006,440.0
1448,RUS,READ,BOY & GIRL,2009,459.0
1449,RUS,READ,BOY & GIRL,2012,475.0
1450,RUS,READ,BOY & GIRL,2015,495.0
1451,RUS,READ,BOY & GIRL,2018,479.0
1452,SGP,READ,BOY,2015,525.0
1453,SGP,READ,GIRL,2015,546.0
1454,SVN,READ,BOY & GIRL,2006,494.0
1455,SVN,READ,BOY & GIRL,2009,483.0
1456,SVN,READ,BOY & GIRL,2012,481.0
1457,SVN,READ,BOY & GIRL,2015,505.0
1458,SVN,READ,BOY & GIRL,2018,495.0
1459,OAVG,READ,BOY & GIRL,2012,496.0
1460,OAVG,READ,BOY & GIRL,2015,493.0
1461,OAVG,READ,BOY & GIRL,2018,487.0
1462,COL,READ,BOY & GIRL,2015,425.0
1463,COL,READ,BOY & GIRL,2018,412.0
1464,COL,READ,BOY,2015,417.0
1465,COL,READ,BOY,2018,407.0
1466,COL,READ,GIRL,2015,432.0
1467,COL,READ,GIRL,2018,417.0
1468,HKG,READ,BOY & GIRL,2015,527.0
1469,HKG,READ,BOY,2015,513.0
1470,HKG,READ,GIRL,2015,541.0
1471,PER,READ,BOY & GIRL,2015,398.0
1472,PER,READ,BOY,2015,394.0
1473,PER,READ,GIRL,2015,401.0
1474,SGP,READ,BOY & GIRL,2015,535.0
1475,TWN,READ,BOY & GIRL,2015,497.0
1476,TWN,READ,BOY,2015,485.0
1477,TWN,READ,GIRL,2015,510.0
1478,MAC,READ,BOY & GIRL,2015,509.0
1479,MAC,READ,BOY,2015,493.0
1480,MAC,READ,GIRL,2015,525.0
1481,CRI,READ,BOY & GIRL,2018,426.0
1482,CRI,READ,BOY,2018,419.0
1483,CRI,READ,GIRL,2018,434.0
1484,LTU,READ,BOY & GIRL,2018,476.0
1485,LTU,READ,BOY,2018,457.0
1486,LTU,READ,GIRL,2018,496.0
1487,AUS,SCIENCE,BOY,2006,527.0
1488,AUS,SCIENCE,BOY,2009,527.0
1489,AUS,SCIENCE,BOY,2012,523.728
1490,AUS,SCIENCE,BOY,2015,511.0
1491,AUS,SCIENCE,BOY,2018,504.0
1492,AUS,SCIENCE,GIRL,2006,527.0
1493,AUS,SCIENCE,GIRL,2009,528.0
1494,AUS,SCIENCE,GIRL,2012,519.124
1495,AUS,SCIENCE,GIRL,2015,509.0
1496,AUS,SCIENCE,GIRL,2018,502.0
1497,AUT,SCIENCE,BOY,2006,515.0
1498,AUT,SCIENCE,BOY,2012,510.108
1499,AUT,SCIENCE,BOY,2015,504.0
1500,AUT,SCIENCE,BOY,2018,491.0
1501,AUT,SCIENCE,GIRL,2006,507.0
1502,AUT,SCIENCE,GIRL,2012,501.479
1503,AUT,SCIENCE,GIRL,2015,486.0
1504,AUT,SCIENCE,GIRL,2018,489.0
1505,BEL,SCIENCE,BOY,2006,511.0
1506,BEL,SCIENCE,BOY,2009,510.0
1507,BEL,SCIENCE,BOY,2012,506.82
1508,BEL,SCIENCE,BOY,2015,508.0
1509,BEL,SCIENCE,BOY,2018,501.0
1510,BEL,SCIENCE,GIRL,2006,510.0
1511,BEL,SCIENCE,GIRL,2009,503.0
1512,BEL,SCIENCE,GIRL,2012,502.9
1513,BEL,SCIENCE,GIRL,2015,496.0
1514,BEL,SCIENCE,GIRL,2018,496.0
1515,CAN,SCIENCE,BOY,2006,536.0
1516,CAN,SCIENCE,BOY,2009,531.0
1517,CAN,SCIENCE,BOY,2012,526.875
1518,CAN,SCIENCE,BOY,2015,528.0
1519,CAN,SCIENCE,BOY,2018,516.0
1520,CAN,SCIENCE,GIRL,2006,532.0
1521,CAN,SCIENCE,GIRL,2009,526.0
1522,CAN,SCIENCE,GIRL,2012,524.053
1523,CAN,SCIENCE,GIRL,2015,527.0
1524,CAN,SCIENCE,GIRL,2018,520.0
1525,CZE,SCIENCE,BOY,2006,515.0
1526,CZE,SCIENCE,BOY,2009,498.0
1527,CZE,SCIENCE,BOY,2012,508.721
1528,CZE,SCIENCE,BOY,2015,497.0
1529,CZE,SCIENCE,BOY,2018,496.0
1530,CZE,SCIENCE,GIRL,2006,510.0
1531,CZE,SCIENCE,GIRL,2009,503.0
1532,CZE,SCIENCE,GIRL,2012,507.855
1533,CZE,SCIENCE,GIRL,2015,488.0
1534,CZE,SCIENCE,GIRL,2018,498.0
1535,DNK,SCIENCE,BOY,2006,500.0
1536,DNK,SCIENCE,BOY,2009,505.0
1537,DNK,SCIENCE,BOY,2012,503.533
1538,DNK,SCIENCE,BOY,2015,505.0
1539,DNK,SCIENCE,BOY,2018,492.0
1540,DNK,SCIENCE,GIRL,2006,491.0
1541,DNK,SCIENCE,GIRL,2009,494.0
1542,DNK,SCIENCE,GIRL,2012,493.363
1543,DNK,SCIENCE,GIRL,2015,499.0
1544,DNK,SCIENCE,GIRL,2018,494.0
1545,FIN,SCIENCE,BOY,2006,562.0
1546,FIN,SCIENCE,BOY,2009,546.0
1547,FIN,SCIENCE,BOY,2012,537.436
1548,FIN,SCIENCE,BOY,2015,521.0
1549,FIN,SCIENCE,BOY,2018,510.0
1550,FIN,SCIENCE,GIRL,2006,565.0
1551,FIN,SCIENCE,GIRL,2009,562.0
1552,FIN,SCIENCE,GIRL,2012,553.893
1553,FIN,SCIENCE,GIRL,2015,541.0
1554,FIN,SCIENCE,GIRL,2018,534.0
1555,FRA,SCIENCE,BOY,2006,497.0
1556,FRA,SCIENCE,BOY,2009,500.0
1557,FRA,SCIENCE,BOY,2012,497.716
1558,FRA,SCIENCE,BOY,2015,496.0
1559,FRA,SCIENCE,BOY,2018,493.0
1560,FRA,SCIENCE,GIRL,2006,494.0
1561,FRA,SCIENCE,GIRL,2009,497.0
1562,FRA,SCIENCE,GIRL,2012,500.157
1563,FRA,SCIENCE,GIRL,2015,494.0
1564,FRA,SCIENCE,GIRL,2018,493.0
1565,DEU,SCIENCE,BOY,2006,519.0
1566,DEU,SCIENCE,BOY,2009,523.0
1567,DEU,SCIENCE,BOY,2012,523.86
1568,DEU,SCIENCE,BOY,2015,514.0
1569,DEU,SCIENCE,BOY,2018,502.0
1570,DEU,SCIENCE,GIRL,2006,512.0
1571,DEU,SCIENCE,GIRL,2009,518.0
1572,DEU,SCIENCE,GIRL,2012,524.391
1573,DEU,SCIENCE,GIRL,2015,504.0
1574,DEU,SCIENCE,GIRL,2018,504.0
1575,GRC,SCIENCE,BOY,2006,468.0
1576,GRC,SCIENCE,BOY,2009,465.0
1577,GRC,SCIENCE,BOY,2012,460.02
1578,GRC,SCIENCE,BOY,2015,451.0
1579,GRC,SCIENCE,BOY,2018,446.0
1580,GRC,SCIENCE,GIRL,2006,479.0
1581,GRC,SCIENCE,GIRL,2009,475.0
1582,GRC,SCIENCE,GIRL,2012,473.298
1583,GRC,SCIENCE,GIRL,2015,459.0
1584,GRC,SCIENCE,GIRL,2018,457.0
1585,HUN,SCIENCE,BOY,2006,507.0
1586,HUN,SCIENCE,BOY,2009,503.0
1587,HUN,SCIENCE,BOY,2012,495.913
1588,HUN,SCIENCE,BOY,2015,478.0
1589,HUN,SCIENCE,BOY,2018,484.0
1590,HUN,SCIENCE,GIRL,2006,501.0
1591,HUN,SCIENCE,GIRL,2009,503.0
1592,HUN,SCIENCE,GIRL,2012,492.803
1593,HUN,SCIENCE,GIRL,2015,475.0
1594,HUN,SCIENCE,GIRL,2018,478.0
1595,ISL,SCIENCE,BOY,2006,488.0
1596,ISL,SCIENCE,BOY,2009,496.0
1597,ISL,SCIENCE,BOY,2012,476.676
1598,ISL,SCIENCE,BOY,2015,472.0
1599,ISL,SCIENCE,BOY,2018,471.0
1600,ISL,SCIENCE,GIRL,2006,494.0
1601,ISL,SCIENCE,GIRL,2009,495.0
1602,ISL,SCIENCE,GIRL,2012,479.669
1603,ISL,SCIENCE,GIRL,2015,475.0
1604,ISL,SCIENCE,GIRL,2018,479.0
1605,IRL,SCIENCE,BOY,2006,508.0
1606,IRL,SCIENCE,BOY,2009,507.0
1607,IRL,SCIENCE,BOY,2012,523.942
1608,IRL,SCIENCE,BOY,2015,508.0
1609,IRL,SCIENCE,BOY,2018,495.0
1610,IRL,SCIENCE,GIRL,2006,509.0
1611,IRL,SCIENCE,GIRL,2009,509.0
1612,IRL,SCIENCE,GIRL,2012,520.0
1613,IRL,SCIENCE,GIRL,2015,497.0
1614,IRL,SCIENCE,GIRL,2018,497.0
1615,ITA,SCIENCE,BOY,2006,477.0
1616,ITA,SCIENCE,BOY,2009,488.0
1617,ITA,SCIENCE,BOY,2012,494.897
1618,ITA,SCIENCE,BOY,2015,489.0
1619,ITA,SCIENCE,BOY,2018,470.0
1620,ITA,SCIENCE,GIRL,2006,474.0
1621,ITA,SCIENCE,GIRL,2009,490.0
1622,ITA,SCIENCE,GIRL,2012,492.087
1623,ITA,SCIENCE,GIRL,2015,472.0
1624,ITA,SCIENCE,GIRL,2018,466.0
1625,JPN,SCIENCE,BOY,2006,533.0
1626,JPN,SCIENCE,BOY,2009,534.0
1627,JPN,SCIENCE,BOY,2012,551.947
1628,JPN,SCIENCE,BOY,2015,545.0
1629,JPN,SCIENCE,BOY,2018,531.0
1630,JPN,SCIENCE,GIRL,2006,530.0
1631,JPN,SCIENCE,GIRL,2009,545.0
1632,JPN,SCIENCE,GIRL,2012,540.959
1633,JPN,SCIENCE,GIRL,2015,532.0
1634,JPN,SCIENCE,GIRL,2018,528.0
1635,KOR,SCIENCE,BOY,2006,521.0
1636,KOR,SCIENCE,BOY,2009,537.0
1637,KOR,SCIENCE,BOY,2012,539.408
1638,KOR,SCIENCE,BOY,2015,511.0
1639,KOR,SCIENCE,BOY,2018,521.0
1640,KOR,SCIENCE,GIRL,2006,523.0
1641,KOR,SCIENCE,GIRL,2009,539.0
1642,KOR,SCIENCE,GIRL,2012,535.93
1643,KOR,SCIENCE,GIRL,2015,521.0
1644,KOR,SCIENCE,GIRL,2018,517.0
1645,LUX,SCIENCE,BOY,2006,491.0
1646,LUX,SCIENCE,BOY,2009,487.0
1647,LUX,SCIENCE,BOY,2012,498.715
1648,LUX,SCIENCE,BOY,2015,487.0
1649,LUX,SCIENCE,BOY,2018,475.0
1650,LUX,SCIENCE,GIRL,2006,482.0
1651,LUX,SCIENCE,GIRL,2009,480.0
1652,LUX,SCIENCE,GIRL,2012,483.484
1653,LUX,SCIENCE,GIRL,2015,479.0
1654,LUX,SCIENCE,GIRL,2018,479.0
1655,MEX,SCIENCE,BOY,2006,413.0
1656,MEX,SCIENCE,BOY,2009,419.0
1657,MEX,SCIENCE,BOY,2012,418.128
1658,MEX,SCIENCE,BOY,2015,420.0
1659,MEX,SCIENCE,BOY,2018,424.0
1660,MEX,SCIENCE,GIRL,2006,406.0
1661,MEX,SCIENCE,GIRL,2009,413.0
1662,MEX,SCIENCE,GIRL,2012,411.836
1663,MEX,SCIENCE,GIRL,2015,412.0
1664,MEX,SCIENCE,GIRL,2018,415.0
1665,NLD,SCIENCE,BOY,2006,528.0
1666,NLD,SCIENCE,BOY,2009,524.0
1667,NLD,SCIENCE,BOY,2012,523.622
1668,NLD,SCIENCE,BOY,2015,511.0
1669,NLD,SCIENCE,BOY,2018,499.0
1670,NLD,SCIENCE,GIRL,2006,521.0
1671,NLD,SCIENCE,GIRL,2009,520.0
1672,NLD,SCIENCE,GIRL,2012,520.415
1673,NLD,SCIENCE,GIRL,2015,507.0
1674,NLD,SCIENCE,GIRL,2018,508.0
1675,NZL,SCIENCE,BOY,2006,528.0
1676,NZL,SCIENCE,BOY,2009,529.0
1677,NZL,SCIENCE,BOY,2012,517.875
1678,NZL,SCIENCE,BOY,2015,516.0
1679,NZL,SCIENCE,BOY,2018,509.0
1680,NZL,SCIENCE,GIRL,2006,532.0
1681,NZL,SCIENCE,GIRL,2009,535.0
1682,NZL,SCIENCE,GIRL,2012,513.297
1683,NZL,SCIENCE,GIRL,2015,511.0
1684,NZL,SCIENCE,GIRL,2018,508.0
1685,NOR,SCIENCE,BOY,2006,484.0
1686,NOR,SCIENCE,BOY,2009,498.0
1687,NOR,SCIENCE,BOY,2012,492.792
1688,NOR,SCIENCE,BOY,2015,500.0
1689,NOR,SCIENCE,BOY,2018,485.0
1690,NOR,SCIENCE,GIRL,2006,489.0
1691,NOR,SCIENCE,GIRL,2009,502.0
1692,NOR,SCIENCE,GIRL,2012,496.346
1693,NOR,SCIENCE,GIRL,2015,497.0
1694,NOR,SCIENCE,GIRL,2018,496.0
1695,POL,SCIENCE,BOY,2006,500.0
1696,POL,SCIENCE,BOY,2009,505.0
1697,POL,SCIENCE,BOY,2012,524.421
1698,POL,SCIENCE,BOY,2015,504.0
1699,POL,SCIENCE,BOY,2018,511.0
1700,POL,SCIENCE,GIRL,2006,496.0
1701,POL,SCIENCE,GIRL,2009,511.0
1702,POL,SCIENCE,GIRL,2012,527.149
1703,POL,SCIENCE,GIRL,2015,498.0
1704,POL,SCIENCE,GIRL,2018,511.0
1705,PRT,SCIENCE,BOY,2006,477.0
1706,PRT,SCIENCE,BOY,2009,491.0
1707,PRT,SCIENCE,BOY,2012,488.346
1708,PRT,SCIENCE,BOY,2015,506.0
1709,PRT,SCIENCE,BOY,2018,494.0
1710,PRT,SCIENCE,GIRL,2006,472.0
1711,PRT,SCIENCE,GIRL,2009,495.0
1712,PRT,SCIENCE,GIRL,2012,490.224
1713,PRT,SCIENCE,GIRL,2015,496.0
1714,PRT,SCIENCE,GIRL,2018,489.0
1715,SVK,SCIENCE,BOY,2006,491.0
1716,SVK,SCIENCE,BOY,2009,490.0
1717,SVK,SCIENCE,BOY,2012,474.658
1718,SVK,SCIENCE,BOY,2015,460.0
1719,SVK,SCIENCE,BOY,2018,461.0
1720,SVK,SCIENCE,GIRL,2006,485.0
1721,SVK,SCIENCE,GIRL,2009,491.0
1722,SVK,SCIENCE,GIRL,2012,467.385
1723,SVK,SCIENCE,GIRL,2015,461.0
1724,SVK,SCIENCE,GIRL,2018,467.0
1725,ESP,SCIENCE,BOY,2006,491.0
1726,ESP,SCIENCE,BOY,2009,492.0
1727,ESP,SCIENCE,BOY,2012,500.119
1728,ESP,SCIENCE,BOY,2015,496.0
1729,ESP,SCIENCE,BOY,2018,484.0
1730,ESP,SCIENCE,GIRL,2006,486.0
1731,ESP,SCIENCE,GIRL,2009,485.0
1732,ESP,SCIENCE,GIRL,2012,492.658
1733,ESP,SCIENCE,GIRL,2015,489.0
1734,ESP,SCIENCE,GIRL,2018,482.0
1735,SWE,SCIENCE,BOY,2006,504.0
1736,SWE,SCIENCE,BOY,2009,493.0
1737,SWE,SCIENCE,BOY,2012,481.151
1738,SWE,SCIENCE,BOY,2015,491.0
1739,SWE,SCIENCE,BOY,2018,496.0
1740,SWE,SCIENCE,GIRL,2006,503.0
1741,SWE,SCIENCE,GIRL,2009,497.0
1742,SWE,SCIENCE,GIRL,2012,488.513
1743,SWE,SCIENCE,GIRL,2015,496.0
1744,SWE,SCIENCE,GIRL,2018,503.0
1745,CHE,SCIENCE,BOY,2006,514.0
1746,CHE,SCIENCE,BOY,2009,520.0
1747,CHE,SCIENCE,BOY,2012,518.255
1748,CHE,SCIENCE,BOY,2015,508.0
1749,CHE,SCIENCE,BOY,2018,495.0
1750,CHE,SCIENCE,GIRL,2006,509.0
1751,CHE,SCIENCE,GIRL,2009,512.0
1752,CHE,SCIENCE,GIRL,2012,512.331
1753,CHE,SCIENCE,GIRL,2015,502.0
1754,CHE,SCIENCE,GIRL,2018,495.0
1755,TUR,SCIENCE,BOY,2006,418.0
1756,TUR,SCIENCE,BOY,2009,448.0
1757,TUR,SCIENCE,BOY,2012,458.316
1758,TUR,SCIENCE,BOY,2015,422.0
1759,TUR,SCIENCE,BOY,2018,465.0
1760,TUR,SCIENCE,GIRL,2006,430.0
1761,TUR,SCIENCE,GIRL,2009,460.0
1762,TUR,SCIENCE,GIRL,2012,468.622
1763,TUR,SCIENCE,GIRL,2015,429.0
1764,TUR,SCIENCE,GIRL,2018,472.0
1765,GBR,SCIENCE,BOY,2006,520.0
1766,GBR,SCIENCE,BOY,2009,519.0
1767,GBR,SCIENCE,BOY,2012,520.622
1768,GBR,SCIENCE,BOY,2015,510.0
1769,GBR,SCIENCE,BOY,2018,506.0
1770,GBR,SCIENCE,GIRL,2006,510.0
1771,GBR,SCIENCE,GIRL,2009,509.0
1772,GBR,SCIENCE,GIRL,2012,507.883
1773,GBR,SCIENCE,GIRL,2015,509.0
1774,GBR,SCIENCE,GIRL,2018,503.0
1775,USA,SCIENCE,BOY,2006,489.0
1776,USA,SCIENCE,BOY,2009,509.0
1777,USA,SCIENCE,BOY,2012,496.529
1778,USA,SCIENCE,BOY,2015,500.0
1779,USA,SCIENCE,BOY,2018,503.0
1780,USA,SCIENCE,GIRL,2006,489.0
1781,USA,SCIENCE,GIRL,2009,495.0
1782,USA,SCIENCE,GIRL,2012,498.325
1783,USA,SCIENCE,GIRL,2015,493.0
1784,USA,SCIENCE,GIRL,2018,502.0
1785,BRA,SCIENCE,BOY,2006,395.0
1786,BRA,SCIENCE,BOY,2009,407.0
1787,BRA,SCIENCE,BOY,2012,405.541
1788,BRA,SCIENCE,BOY,2015,403.0
1789,BRA,SCIENCE,BOY,2018,403.0
1790,BRA,SCIENCE,GIRL,2006,386.0
1791,BRA,SCIENCE,GIRL,2009,404.0
1792,BRA,SCIENCE,GIRL,2012,403.949
1793,BRA,SCIENCE,GIRL,2015,399.0
1794,BRA,SCIENCE,GIRL,2018,404.0
1795,CHL,SCIENCE,BOY,2006,448.0
1796,CHL,SCIENCE,BOY,2009,452.0
1797,CHL,SCIENCE,BOY,2012,448.441
1798,CHL,SCIENCE,BOY,2015,454.0
1799,CHL,SCIENCE,BOY,2018,445.0
1800,CHL,SCIENCE,GIRL,2006,426.0
